accver	taxid	isolate	host	genotype	country	isolation_source	collection_date	strain	serotype	group	old_name	type	collected_by	gb_acronym	note	lab_host	subtype1	acronym	note.1	NA.	clone	map	cell_line	lat_lon	segment	identified_by	culture_collection	serogroup	subgroup	tissue_lib	tissue_type	acronym.1	variety
MK736396.1	45659	B3/Shenzhen106/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736395.1	45659	B3/Shenzhen105/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736394.1	45659	B3/Shenzhen101/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736393.1	45659	B3/Shenzhen100/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736392.1	45659	B3/Shenzhen099/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736391.1	45659	B3/Shenzhen098/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736390.1	45659	B3/Shenzhen096/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736389.1	45659	B3/Shenzhen095/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736388.1	45659	B3/Shenzhen094/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736387.1	45659	B3/Shenzhen090/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736386.1	45659	B3/Shenzhen086/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736385.1	45659	B3/Shenzhen079/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736384.1	45659	B3/Shenzhen071/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736383.1	45659	B3/Shenzhen070/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736382.1	45659	B3/Shenzhen069/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736381.1	45659	B3/Shenzhen068/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736380.1	45659	B3/Shenzhen060/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736379.1	45659	B3/Shenzhen058/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736378.1	45659	B3/Shenzhen057/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736377.1	45659	B3/Shenzhen056/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736376.1	45659	B3/Shenzhen020/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736375.1	45659	B3/Shenzhen019/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736374.1	45659	B3/Shenzhen018/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736373.1	45659	B3/Shenzhen017/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736372.1	45659	B3/Shenzhen008/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736371.1	45659	B3/Shenzhen007/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736370.1	45659	B3/Shenzhen006/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736369.1	45659	B3/Shenzhen005/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736368.1	45659	B3/Shenzhen004/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736367.1	45659	B3/Shenzhen002/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736366.1	45659	B3/Shenzhen001/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-05-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868532.1	1096763	GyK262	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868531.1	45659	GyK261	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868381.1	45659	GyK103	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868375.1	45659	GyK097	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868315.1	45659	GyK036	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042835.1	46928	Aids53	Homo sapiens	NA	United Kingdom	stool	1991-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042834.1	46928	Aids64	Homo sapiens	NA	United Kingdom	stool	1991-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736361.1	45659	B3/Shenzhen049/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX691688.1	130310	NA	Homo sapiens	NA	China	conjunctival swab	2010-12-31	JXC127/2011	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042843.1	245072	Aids6	Homo sapiens	NA	United Kingdom	stool	1993-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042837.1	46938	Aids46	Homo sapiens	NA	United Kingdom	stool	1992-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042832.1	46923	Aids59	Homo sapiens	NA	United Kingdom	stool	1991-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288127.1	46938	NA	NA	NA	NA	NA	NA	ATCC VR-1305	43	NA	Human adenovirus type 43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288125.1	46935	NA	NA	NA	NA	NA	NA	ATCC VR-932	39	NA	Human adenovirus type 39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288115.1	46927	NA	NA	NA	NA	NA	NA	ATCC VR-223	25	NA	Human adenovirus type 25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY303952.1	278108	NA	NA	NA	NA	NA	NA	ATCC VR-1501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115433.1	46934	NA	NA	NA	NA	NA	NA	D.J.	NA	NA	Human adenovirus type 33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF279623.1	45659	92-54	Homo sapiens	NA	United Kingdom	NA	1991-12-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF279619.1	45659	97-03	Homo sapiens	NA	United Kingdom	NA	1996-12-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115423.1	46926	NA	NA	NA	NA	NA	NA	3153	NA	NA	Human adenovirus type 24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736413.1	45659	B3/Shenzhen027/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868499.1	1096763	GyK226	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868492.1	1096763	GyK219	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868372.1	1096763	GyK094	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868343.1	45659	GyK064	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ620280.1	46924	NA	Homo sapiens	NA	Turkey	conjunctival swab sample	2007-12-31	46-09/08	NA	NA	Human adenovirus type 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042836.1	46928	Aids28	Homo sapiens	NA	United Kingdom	stool	1992-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR849554.1	108098	1393/2009/ITA	NA	NA	Italy:Torino	sewage sample	2009-04-21	NA	3	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR849549.1	130309	1377/2009/ITA	NA	NA	Italy:Rome	sewage sample	2009-03-25	NA	41	NA	Human adenovirus F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM449008.1	130310	47-PLC	NA	NA	Canada	wastewater	2008-04-14	NA	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288120.1	46932	NA	NA	NA	NA	NA	NA	ATCC VR-273	30	NA	Human adenovirus type 30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288112.1	46924	NA	NA	NA	NA	NA	NA	ATCC VR-1100	22	NA	Human adenovirus type 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736425.1	45659	B3/Shenzhen102/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736365.1	45659	B3/Shenzhen055/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736364.1	45659	B3/Shenzhen053/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736363.1	45659	B3/Shenzhen052/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736362.1	45659	B3/Shenzhen050/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736360.1	45659	B3/Shenzhen045/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736359.1	45659	B3/Shenzhen041/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736358.1	45659	B3/Shenzhen040/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736355.1	45659	B3/Shenzhen031/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736354.1	45659	B3/Shenzhen029/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736353.1	45659	B3/Shenzhen025/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ527481.1	10519	013	Homo sapiens	NA	Kenya	HEp-2 cells	2011-10-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	NA	NA	NA	NA
GQ336985.1	46941	99206	Homo sapiens	NA	Australia	NA	1991-11-14	NA	46	NA	Human adenovirus type 46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115417.1	28278	NA	NA	NA	NA	NA	NA	587	NA	NA	Human adenovirus type 19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736356.1	45659	B3/Shenzhen034/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK234912.1	35265	SWR10	porcine	NA	India: Samrala, Punjab	pooled runoff from a porcine farm	2017-07-31	NA	NA	NA	NA	3	Asima Zehra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.4 N 75.36 E	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868491.1	1145295	GyK218	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868459.1	1145295	GyK186	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868338.1	1145295	GyK059	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868323.1	1145295	GyK044	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807364.1	45659	BCH_1360A	Homo sapiens	NA	China	nasal wash	2009-02-14	NA	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ527473.1	10519	005	Homo sapiens	NA	Kenya	nasopharyngeal swabs	2010-07-10	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	C	NA	NA	NA	NA
KF279621.1	45659	87-91	Homo sapiens	NA	United Kingdom	NA	1986-12-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM449018.1	45659	119-PLC	NA	NA	Canada	wastewater	2008-04-14	NA	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736641.1	28280	E4/Shenzhen181/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-09-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736640.1	28280	E4/Shenzhen153/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736639.1	28280	E4/Shenzhen149/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736637.1	28280	E4/Shenzhen130/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736636.1	28280	E4/Shenzhen125/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736635.1	28280	E4/Shenzhen095/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736634.1	28280	E4/Shenzhen083/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736575.1	28280	E4/Shenzhen047/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736574.1	28280	E4/Shenzhen039/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736573.1	28280	E4/Shenzhen037/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736572.1	28280	E4/Shenzhen028/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736571.1	28280	E4/Shenzhen022/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736570.1	28280	E4/Shenzhen021/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736357.1	45659	B3/Shenzhen036/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868439.1	1096763	GyK166	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868431.1	45659	GyK156	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868428.1	1096763	GyK152	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868410.1	1096763	GyK133	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868409.1	1096763	GyK132	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
